id,object_a,object_b,sentence,most_frequent_label
I1294519919,Windows 7,Windows 8,"In supply-chain conversations, the Pacific Crest semiconductor team learned that Windows 7 inventory is moving faster than Windows 8.",better
E625890894,Chrysler,Toyota,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",better
G1034275107,BMW,Ford,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",better
F832237933,ds,ps3,"Great graphics (remember this is a ds not a ps3), sound is better then what one of the review sites suggested, nothing fantastic, but good enough.",better
R2852443474,Ruby,Python,This makes Ruby almost as slow as Python was made faster.,worse
J1501044800,Python,Bash,I've concluded that it is better to use Python on Windows (for all the scripting) rather than Bash.,better
F824336823,Google,Apple,Google does maps better then Yahoo and Mapquest and Apple.,better
M2054186286,Python,Java,Python is easier to program in than Java.,better
P2462335318,Direct3D,OpenGL,"The developers explained that Direct3D, the 3D component of DirectX, was a miserable hack and was very much inferior to OpenGL",worse
S2949704731,Perl,PHP,"TTT uses Perl (more scalable than PHP), Apache, and MySQL (doesn't get much better than this).",better
Q2612180852,pizza,bread,The pizza use to be better and the Crazy bread was definately better.,worse
O2349796846,football,baseball,Terrible football field; worse baseball field.,better
H1110876674,jeep,suv,"If you do a lot of offroading, the jeep ""can"" be optioned better but for an everyday v6 suv, the Explorer is right up there.",better
S3019687430,juice,milk,Watered down orange juice is worse than powered milk in my opinion.,worse
I1301096258,Perl,PHP,"In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.",worse
M1932198337,Smalltalk,Java,"Originally, that up there said 'Smalltalk' instead of 'Java'.",better
F751748103,google,facebook,"For me, google+ is better than facebook.",better
E663367561,Ethernet,USB,Ethernet cables will be faster than USB and should not cause any slow down unless there is a fault or it is a particularly poor quality cable.,better
I1350738223,missouri,michigan,Is murder worse in missouri than michigan?,worse
E601231289,Perl,PHP,"Don't know Perl much, its language-syntax is much harder than PHP .",worse
M1985794337,Haskell,Java,"Perhaps if they had more time and test code, they could've caught these problems earlier, but as it is, the Haskell code lagged far behind the Java and C++ solutions, which are so much faster that they are barely visible on this chart:",worse
S2960568812,Windows 7,Windows 8,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,worse
E671037294,Chevrolet,Ford,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",worse
E722958970,Motorola,Samsung,"First, Motorola, then HTC and Samsung.",better
H1218048493,BMW,Ford,"I'm sure the dedicated winter tires help but I have found that my BMW handles better then some of my previous cars (00 Honda Accord EX-V6, 97 Ford Explorer, 96 Maxima SE).",better
N2137845124,Scala,Java,Scala has a nicer syntax than Java to do this.,better
Q2667501305,Ford,Toyota,There's far better Ford and Chevrolet full sizes than Toyota in 2012.,better
E579824284,Sony,Microsoft,Did Sony really do a better job of implementing multitasking support than Microsoft did?,better
T3176038075,Perl,PHP,Why make it harder on yourself by using such an advanced language as Perl when you can have an easier and more successful time with PHP.,worse
N2120511628,Ruby,PHP,"Ruby is arguably a nicer language once you know it, given PHP is an ugly piece of shit.",better
H1175106741,Nikon,Sigma,"I know the Nikon 200-400mm f/4 AF-s works great, has VR and zooms much faster (and directly), while this Sigma zooms electrically.",better
N2126529245,youtube,google,"safer on youtube, but the google Play lists (you also work for each of languages.",better
L1813294597,Nokia,Samsung,"Nokia CBD is better than this overrated, defective Super Amoled by Samsung.",better
L1857347252,OpenCL,CUDA,"nVidia had Tesla  architecture, but they lack the will to make an OpenCL implementation that runs better than CUDA.",better
B218958425,georgia,missouri,"Also, the Gamecocks played georgia much better than Nebraska played missouri.",better
H1171338301,Sony,Amazon,I knew the Sony store had a reputation for being poorly equipped in comparison to Amazon but this is ridiculous !,worse
L1805844629,Microsoft,Sony,"Nintendo, Microsoft, Sony from best to worse in that exact order.",better
F824556825,google,facebook,google+ is simply worse than facebook.,worse
A62646829,PHP,Java,2. PHP is much faster than Java and can replace C or any shell scripting language on a command line interface.,better
B254026967,Perl,Java,and heck i just like Perl better than Java! as well its good to have choices!!,better
P2498457657,fox,cnn,The fox polling was a superior process to what cnn used.,better
C353336788,Toshiba,Samsung,"A second generation is planned for the mid-year point with Toshiba flash chips replacing the Samsung ones, and a Marvell controller, possibly a faster 6Gbit/s model.",better
I1280029189,baseball,football,I notice that baseball it is harder to get nicer patches like those then say football.,worse
P2564947098,Amazon,Apple,"The ""most favored nation"" clause prevents the publishers from giving other sellers, like Amazon, a better price than Apple.",better
R2847891401,Java,Scala,"This is updated to take full advantage of Java 8. - Scala is slightly nicer some syntactic flourishments (for comprehensions, pattern matching), but it's not necessary.",worse
T3184717530,Windows Vista,Windows XP,Windows Vista was designed to be easier to deploy than Windows XP.,better
F791535202,youtube,hulu,"Further he claims that while youtube ""hides behind"" the safe harbor of the DMCA, hulu has s superior advantage because it is able to license its conten t:",worse
K1742319531,BMW,Honda,"Most of us would agree that it is ""better"" to be a doctor than a nurse, or to drive a BMW rather than a Honda.",better
J1545023693,Java,PHP,Java is a superior language especially in comparison to PHP.,better
K1724381228,Nokia,Motorola,Mobile Nokia 15           Motorola 6           HTC 10,better
P2538926122,Scala,Java,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",better
G1027673359,Java,Objective-C,"I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.",better
F758754877,baseball,softball,"For some reason baseball players think hitting a softball is 'easier.'""",worse
I1270842061,concrete,steel,In many situations concrete is superior to other materials such as wood and steel.,better
M1984940196,Ford,Toyota,"Performance The Ford Fusion Energi has less horsepower than the Toyota Avalon Hybrid, so it will probably be somewhat slower.",worse
Q2657176631,Python,Ruby,There is no doubt Python is better than Ruby at in aspect you will pick.,better
B326348037,Apple,Amazon,"Apple [is] growing revenues faster than Amazon, growing earnings, and growing estimates.",better
B239637126,Direct3D,OpenGL,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",worse
T3179021757,Ethernet,Bluetooth,"Wi-Fi, Ethernet, and other connection methods transfer files more quickly than Bluetooth does, and those networking technologies are better for recurring connections (such as in an office network).",better
N2248911552,Python,PHP,"Some languages like Python don't give you a way to make the errors go away, but for better or worse PHP does.",worse
B326353519,Apple,Microsoft,"Apple is like the Microsoft of the 90s, but potentially much, much worse.",worse
C354883223,Intel,Dell,"As far as benchmark performance is concerned, the Intel Atom Z2760 recorded 3min 36sec in our Blender 3D rendering test, which is over 15sec slower than the Dell Latitude 10 and HP ElitePad 900 tablets, and only a 24sec faster than one of the last netbooks we saw back in 2010, the Acer Aspire Happy.",worse
M1933738630,Windows 98,Windows XP,Or may be it's related to the inferior CPU/memory management in Windows 98 in comparison with Windows XP?,worse
M2012208037,Lexus,Audi,"Plus, the comparable Lexus models have much better performance than their Audi counterparts.",better
I1348828513,Google,Apple,Is it because Google is getting better at design faster than Apple is getting better at web services?,better
T3220253871,ps3,psp,"Yamauchi: ps3 dev was harder than anticipated, pushed psp out",worse
J1572361159,Windows 8,Windows XP,"Just look at the garbage being produced in Windows 8. My old Windows XP pro had better graphics and functionality in my opinion, and I'm not even going to discuss the problems I've had with Windows Vista.",worse
D449752418,Groovy,Java,"Can you Show How Groovy is ""Better Java""?",better
N2244417495,Apple,Amazon,So Macmillan say the Apple deal is much better that any of yours Amazon so no ebooks for you.,better
L1837290234,Chrysler,Toyota,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",worse
M2000765046,pizza,bread,"pizza cooks faster and is more tender, bread crusts as it's never crusted before.",better
R2815318259,Integer,Floating-point,This can skew expectations because an implementation may perform very well on Integer math and considerably worse on Floating-point math due to the objects created (and collected).,better
G907692308,nixon,reagan,"Here the standouts are Eisenhower, nixon, and to a lesser extent Ronald reagan, whose views were poorly grounded in specifics.",better
I1285133819,Siemens,Nokia,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",worse
J1491637124,Windows XP,Windows 8,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",better
O2377465418,virginia,california,"That's not as good as Utah or virginia with their A- grades, but better than california with its C-....",better
H1172590489,Coca-Cola,Pepsi,I know I like Mello Yello (Coca-Cola product) better than Mountain Dew (Pepsi-Cola product) and have ever since I 1st tried Mello Yello and I'll only drink a Dew if I run out of Mello Yello here in Houston.,better
T3125206666,ipod,laptop,When giving presentations I find it easier to carry around my ipod and A/V chord instead of a laptop and chords.,better
S3113709366,PHP,Perl,What PHP does better than Perl is packaging.,better
B232400623,OpenCL,CUDA,AMD's OpenCL is easier to program for than CUDA as well.,better
O2348728670,tennis,golf,"tennis is so much harder on the body than golf,"" he said.",worse
D522866057,Python,JavaScript,Cooler server side scripting languages of the day like Ruby and Python are a lot less like C. Therefore learning PHP and JavaScript is a great place to start.,worse
I1295321063,Intel,Microsoft,"- Intel is far, far worse than Microsoft has ever been at anti-competitive practices.""",worse
B233499568,Hewlett-Packard,Dell,American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,worse
I1384229950,halloween,thanksgiving,I think halloween is actually safer than Christmas and thanksgiving.,better
Q2719031436,concrete,metal,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,better
H1211336539,espn,fox,IMO espn did a much better job with the broadcast of the nationwide race than fox.,better
J1436457333,soup,pizza,"----"" Its a lot easier to throwup soup than pizza"" ""Good call""",better
A60598168,Siemens,Nokia,"2. Horrible synchronization sotfware (Siemens, but from what I'm told Nokia is no better).",better
F759800838,Groovy,Java,"For that, Groovy just offers alternative (better?) syntax over Java.",better
